origin,group,label,file
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00010.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00013.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00008.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00032.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00044.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00034.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00012.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00028.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00043.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00038.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00037.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00042.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00022.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00039.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00030.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00036.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00033.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00031.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00006.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00048.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00018.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00027.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00019.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00017.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00009.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00045.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00003.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00020.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00002.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00005.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00014.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00016.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00041.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00046.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00035.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00029.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00023.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00011.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00015.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00001.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00021.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00026.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00024.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00040.png
chars74k,GoodImg,7,chars74k_png/GoodImg/Sample7/img008-00004.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00020.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00054.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00039.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00033.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00060.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00070.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00023.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00050.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00014.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00032.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00061.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00007.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00002.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00012.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00009.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00015.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00062.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00059.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00013.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00037.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00011.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00010.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00053.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00026.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00025.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00047.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00056.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00040.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00038.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00063.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00055.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00004.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00042.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00030.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00005.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00048.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00051.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00064.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00068.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00027.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00034.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00057.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00021.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00008.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00041.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00022.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00028.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00016.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00018.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00017.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00045.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00052.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00067.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00029.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00003.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00069.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00001.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00019.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00006.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00066.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00065.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00046.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00031.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00049.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00035.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00043.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00044.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00024.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00036.png
chars74k,GoodImg,2,chars74k_png/GoodImg/Sample2/img003-00058.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00021.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00007.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00064.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00032.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00040.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00017.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00003.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00013.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00038.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00041.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00001.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00058.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00048.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00023.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00015.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00004.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00028.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00053.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00035.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00031.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00050.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00014.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00022.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00016.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00049.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00002.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00005.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00009.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00062.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00037.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00011.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00010.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00018.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00061.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00060.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00029.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00057.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00026.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00039.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00019.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00063.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00036.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00006.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00008.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00027.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00055.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00034.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00051.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00059.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00020.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00045.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00047.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00033.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00056.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00044.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00043.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00025.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00054.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00012.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00052.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00042.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00030.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00046.png
chars74k,GoodImg,5,chars74k_png/GoodImg/Sample5/img006-00024.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00060.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00045.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00018.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00054.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00013.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00022.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00026.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00032.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00039.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00040.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00069.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00027.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00038.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00068.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00029.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00052.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00071.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00012.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00078.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00053.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00021.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00004.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00006.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00046.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00041.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00058.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00049.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00048.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00065.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00072.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00079.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00043.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00023.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00050.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00008.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00036.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00015.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00024.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00016.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00077.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00005.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00070.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00010.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00033.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00042.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00014.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00019.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00057.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00074.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00025.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00073.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00044.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00047.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00059.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00075.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00037.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00062.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00061.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00031.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00034.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00064.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00076.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00055.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00020.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00051.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00056.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00011.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00035.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00066.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00063.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00067.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00007.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00030.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00002.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00017.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00009.png
chars74k,GoodImg,1,chars74k_png/GoodImg/Sample1/img002-00028.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00020.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00032.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00033.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00009.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00022.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00026.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00037.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00007.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00046.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00025.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00040.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00006.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00048.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00011.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00038.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00008.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00001.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00019.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00023.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00042.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00039.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00010.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00005.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00018.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00003.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00034.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00044.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00015.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00035.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00043.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00049.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00031.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00014.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00024.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00016.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00013.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00027.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00004.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00047.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00028.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00021.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00050.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00036.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00045.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00012.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00017.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00002.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00041.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00030.png
chars74k,GoodImg,3,chars74k_png/GoodImg/Sample3/img004-00029.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00023.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00034.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00022.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00018.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00043.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00029.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00024.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00006.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00046.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00042.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00020.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00038.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00033.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00040.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00021.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00011.png
chars74k,GoodImg,4,chars74k_png/GoodImg/Sample4/img005-00030.png
